image_name,sunny,total_variation,brisque
00026679.jpg,True,16639.137369791668,338900004610.3922
00027023.jpg,True,20666.736328125,363758373062.5048
00067883.png,True,35954.270833333336,233396699500.1225
00073658.png,True,32043.945963541668,502512122706.41455
00068144.png,True,33001.875651041664,379484180038.2714
00068337.png,True,35253.091145833336,402505305086.32965
00073767.png,True,40701.171875,341061158182.3858
00011903.jpg,True,11398.530598958334,290438605238.41064
00073484.png,True,30227.381510416668,402741792566.19653
00009216.jpg,True,14425.0947265625,388105409476.3904
00027073.jpg,True,25103.697916666668,299612206201.8825
00073981.png,True,46213.12890625,340468380738.7838
00068205.png,True,34633.345052083336,395678516727.7553
00068467.png,True,33626.40625,535058529792.19775
00026487.jpg,True,19713.02734375,258516230795.63303
00026701.jpg,True,17388.515625,233802859352.5989
00066898.png,True,31590.65625,406229235546.3059
00011982.jpg,True,10172.458984375,379966723130.7113
00068116.png,True,32427.461588541668,366430697644.34686
00067452.png,True,32743.333333333332,406351662169.80444
00026728.jpg,True,17271.979166666668,373307387855.5132
00026563.jpg,True,19614.800130208332,231466797885.95056
00068089.png,True,34172.907552083336,384320766168.8274
00073467.png,True,29015.583333333332,373772726970.8795
00027158.jpg,True,22487.826822916668,421074615910.14624
00068410.png,True,33844.713541666664,440483843414.45544
00067142.png,True,25490.516276041668,461895910086.36224
00073613.png,True,28814.161458333332,448053944058.8459
00067618.png,True,32072.203776041668,299634971461.21094
00073989.png,True,45070.123697916664,406639972246.8087
00068083.png,True,34051.282552083336,390590293474.5366
00026693.jpg,True,17380.515625,234346224383.77216
00067219.png,True,30105.452473958332,453769519205.40753
00068311.png,True,34621.1171875,402175625182.73083
00067005.png,True,32218.145833333332,406051288546.9691
00011929.jpg,True,10578.950520833334,407429556163.05365
00066949.png,True,39615.424479166664,413459836375.6287
00073822.png,True,36614.298177083336,309812439570.1789
00026593.jpg,True,22532.409505208332,222863885824.40536
00067962.png,True,35777.424479166664,384543243707.3342
00067818.png,True,37868.580729166664,272595027850.25687
00073846.png,True,37274.016927083336,306882475426.59973
00068123.png,True,32359.298177083332,374056608721.2258
00011882.jpg,True,12474.396158854166,313256747303.1328
00073999.png,True,45491.924479166664,387935445845.65857
00067240.png,True,27711.912109375,457593270039.61304
00067031.png,True,24145.264322916668,345991129665.0104
00068273.png,True,34589.256510416664,377988020359.4834
00073816.png,True,36708.446614583336,294375463778.26373
00027055.jpg,True,21946.723958333332,364246673342.5827
00073957.png,True,48120.712239583336,399086838894.0394
00026849.jpg,True,20454.047526041668,215063584820.0639
00009151.jpg,True,14692.536783854166,309152828123.12354
00067324.png,True,29071.890625,434941548710.8428
00067263.png,True,30178.016927083332,429233732765.46124
00027186.jpg,True,31435.080729166668,285008132288.8202
00026709.jpg,True,17604.397786458332,259906130263.50763
00073599.png,True,30873.151041666668,448630323277.9098
00026452.jpg,True,18640.847005208332,226943485273.27783
00067148.png,True,26048.545572916668,441443135828.3405
00068141.png,True,32943.78515625,386928161633.8153
00073546.png,True,26885.983723958332,411654512752.744
00067126.png,True,25262.302083333332,398406599710.27405
00073387.png,True,35689.8203125,320269754936.5445
00026656.jpg,True,22824.697916666668,227701175463.66272
00068122.png,True,32399.64453125,350499981000.0914
00026717.jpg,True,17667.069661458332,316908104208.516
00068048.png,True,35554.12890625,389125763169.68506
00026556.jpg,True,19570.690104166668,220244808546.84433
00068047.png,True,35624.200520833336,397725509399.47546
00066788.png,True,46210.182291666664,347995268595.91516
00027003.jpg,True,20472.078125,331063439288.53564
00068018.png,True,35463.2890625,389417779774.58044
00067910.png,True,35822.877604166664,283524898557.95856
00011917.jpg,True,10215.5654296875,357863356694.1459
00068531.png,True,29713.43359375,456825984113.3761
00068124.png,True,32353.509765625,379513688209.29926
00068197.png,True,34673.94140625,409079232796.3578
00067149.png,True,26230.630208333332,457620886344.6915
00073717.png,True,37971.618489583336,431915406516.42377
00073345.png,True,31855.259765625,359321686862.53613
00073793.png,True,40017.739583333336,324518431630.4778
00073451.png,True,25210.392578125,425067174686.0988
00067754.png,True,38317.34375,284093698947.48206
00068296.png,True,34524.407552083336,399037993013.0078
00073946.png,True,47605.58203125,369986552651.7398
00026715.jpg,True,17733.12890625,326080453071.3985
00073820.png,True,36845.861979166664,316268932283.50806
00067140.png,True,25439.529947916668,482433533598.3313
00026505.jpg,True,23611.602864583332,315285127039.8902
00067882.png,True,35904.358072916664,255065999305.0271
00067746.png,True,38643.421875,270190273565.69818
00026833.jpg,True,18090.318359375,311951902919.5394
00067023.png,True,27375.298828125,490591423324.2291
00067523.png,True,26936.559895833332,396094490453.63525
00067954.png,True,35481.513020833336,372947591035.3329
00073686.png,True,34013.90234375,446079894934.97345
00067915.png,True,35843.204427083336,246105000791.35626
00009227.jpg,True,15497.749674479166,349191517812.6349
00073651.png,True,30748.724609375,549909220234.3104
00067151.png,True,26010.225911458332,480345573930.47
00067574.png,True,21262.465494791668,385488801163.4731
00027004.jpg,True,20550.315755208332,404264035788.34045
00073480.png,True,30006.456380208332,406236378769.93
00068262.png,True,34576.45703125,419660938829.5959
00073656.png,True,31961.274088541668,511606933810.30444
00074070.png,True,40180.592447916664,406263366550.4164
00068035.png,True,35926.729166666664,435170684965.30743
00067510.png,True,29689.832682291668,418049249668.68
00026876.jpg,True,20492.791666666668,245274336774.13586
00067528.png,True,25428.331380208332,445007441174.7072
00026732.jpg,True,17295.879557291668,254226758234.45892
00009180.jpg,True,14774.501627604166,417335749546.876
00026922.jpg,True,21798.7109375,281922646683.3147
00026536.jpg,True,23029.843098958332,240590363783.25974
00009235.jpg,True,16054.155924479166,406989490042.024
00068201.png,True,34706.001302083336,375367271099.7278
00073919.png,True,46018.69921875,359829767764.82605
00074033.png,True,39247.893229166664,444419690997.0491
00073757.png,True,38058.345052083336,356761564493.45447
00068020.png,True,35566.436197916664,360893590768.56836
00067357.png,True,29123.419921875,454574577219.60803
00027163.jpg,True,23902.014973958332,333342969568.60223
00067577.png,True,22008.445963541668,293418916005.26587
00068476.png,True,34395.376302083336,441577414198.8197
00074032.png,True,39377.8046875,479781700013.8798
00009165.jpg,True,14233.7626953125,344881872941.81055
00073983.png,True,45976.01171875,368627887938.35895
00067304.png,True,33429.764322916664,396574873376.01953
00027095.jpg,True,25818.544921875,233654114315.5314
00066893.png,True,32306.215494791668,417155974289.55597
00068069.png,True,35504.725260416664,411572585290.29395
00067356.png,True,29217.957682291668,422637290358.0967
00026601.jpg,True,24268.844401041668,204206908669.29205
00067035.png,True,24723.016927083332,339601198804.02606
00067470.png,True,30986.057291666668,382124211077.8996
00067076.png,True,26404.893880208332,379554727556.1889
00026729.jpg,True,17300.266927083332,267180672812.13138
00068312.png,True,34590.96875,408386573659.8773
00073856.png,True,37781.334635416664,281131548785.9614
00073765.png,True,40025.697916666664,363227167546.2599
00067309.png,True,31501.9609375,409657699915.46747
00073516.png,True,29304.5546875,402319578588.7246
00073956.png,True,47921.875,341352688075.39404
00009189.jpg,True,15899.259765625,425650364086.821
00026891.jpg,True,23055.274088541668,323877074369.4761
00009241.jpg,True,16394.188802083332,363682140978.1107
00073792.png,True,40101.76953125,388303299121.25336
00067125.png,True,25472.113932291668,437895643929.6703
00067323.png,True,29154.28125,435823868343.84534
00026691.jpg,True,17352.526041666668,260498337003.51733
00074024.png,True,40297.930989583336,409386894035.8316
00067633.png,True,35004.31640625,297417242316.92584
00068183.png,True,34623.274739583336,397201038135.3071
00073365.png,True,33537.60546875,365101368794.8793
00067378.png,True,23111.942057291668,383514143943.6193
00073363.png,True,33051.368489583336,372303233109.0072
00012017.jpg,True,16733.522135416668,312245697545.9486
00011940.jpg,True,6923.109700520833,394317127195.1652
00066976.png,True,39587.850260416664,430107843457.89886
00074031.png,True,39368.180989583336,465087429495.3505
